C6H6(GT),PT08.S2(NMHC),CO
4.4,735,1.0
18.2,1245,3.3
14.5,1134,2.8
22.3,1358,4.3
10.9,1012,2.1
4.4,734,1.2
13.3,1095,2.9
24.4,1413,4.0
10.3,988,1.9
5.6,794,0.9
1.7,562,0.7
18.0,1240,3.0
6.3,826,1.3
11.3,1024,1.5
15.4,1160,2.8
8.1,901,1.9
9.2,949,1.9
32.6,1610,6.2
14.3,1125,2.0
8.6,922,1.4
11.4,1028,2.9
8.3,910,1.5
18.4,1251,3.1
9.0,938,1.5
2.5,620,0.2
5.8,804,0.3
14.9,1145,2.5
8.5,919,0.6
10.0,977,2.2
13.1,1087,2.0
13.6,1105,3.9
2.1,589,0.4
13.5,1099,2.8
3.9,703,0.1
3.8,697,0.5
16.0,1179,3.0
21.8,1345,4.7
2.4,615,1.1
18.5,1253,3.2
13.6,1105,2.6
0.6,453,0.4
5.0,763,0.7
3.6,686,0.6
16.7,1202,3.8
13.7,1108,3.3
10.2,987,2.5
17.5,1226,3.6
1.6,552,0.9
7.5,880,1.5
41.2,1795,7.3
6.6,841,1.5
2.4,614,2.4
3.5,681,0.9
7.3,869,2.9
3.8,699,2.2
9.9,973,1.8
8.5,919,0.7
18.2,1245,5.4
2.6,623,0.8
11.1,1020,2.1
7.1,860,2.3
19.3,1276,2.6
26.1,1457,5.6
3.1,658,0.6
1.6,552,0.7
6.7,845,1.7
2.0,584,0.8
11.4,1029,2.9
7.8,891,2.1
4.7,748,0.9
8.0,899,1.3
2.7,635,0.5
4.8,753,1.6
2.7,632,0.8
6.9,851,2.0
14.6,1137,3.9
18.3,1247,5.6
8.4,916,1.9
4.6,745,0.7
7.0,859,1.4
20.0,1296,3.5
14.4,1131,3.2
15.9,1177,3.3
1.5,548,0.8
2.6,625,1.0
8.5,919,1.0
5.3,776,1.3
12.5,1067,2.8
3.7,695,1.1
10.2,986,2.2
5.2,772,1.5
18.6,1257,3.9
15.1,1152,2.8
10.7,1005,2.5
11.6,1036,2.5
13.7,1107,3.2
18.1,1244,2.7
7.7,889,1.3
2.6,627,0.7
22.4,1362,4.7
10.7,1003,2.6
3.1,655,0.9
7.1,862,1.1
11.2,1021,1.7
8.5,919,1.7
6.4,830,1.7
7.2,864,1.1
6.9,855,1.5
2.5,620,0.5
3.2,663,0.8
8.5,919,0.9
3.4,675,1.3
5.6,793,1.1
5.4,784,0.6
20.3,1306,3.9
10.0,979,2.1
3.2,665,1.1
5.9,807,1.6
5.0,765,0.3
8.8,930,0.8
8.5,919,1.6
5.2,773,1.5
8.5,919,1.7
12.9,1082,3.1
8.5,919,0.8
6.4,829,1.5
2.1,588,0.5
9.9,976,2.0
11.8,1044,3.1
18.3,1249,3.3
35.2,1669,4.9
4.3,729,1.1
11.1,1019,2.0
3.2,662,0.5
9.8,969,2.2
3.3,670,0.7
12.2,1057,0.4
5.4,782,1.0
0.7,470,0.5
1.8,572,0.8
27.7,1497,5.0
2.9,645,0.3
9.5,958,1.8
15.6,1168,3.4
20.5,1311,3.7
4.3,727,1.0
3.0,655,0.6
17.6,1227,3.9
16.3,1188,2.0
13.0,1084,3.4
27.4,1490,6.1
8.9,937,1.6
5.9,805,1.4
3.6,687,0.7
0.7,470,0.6
11.9,1045,2.4
19.1,1270,3.0
8.5,919,6.4
2.6,623,0.5
1.5,543,0.7
17.8,1235,3.4
7.0,857,1.4
3.0,652,0.5
11.7,1041,2.1
6.2,820,1.3
11.4,1027,2.3
15.3,1157,2.8
11.8,1043,2.9
4.9,759,1.2
23.8,1398,3.7
2.1,591,0.7
19.3,1277,2.7
18.5,1255,3.1
16.6,1197,3.5
11.8,1042,2.4
11.5,1034,2.1
8.3,913,1.9
3.1,656,0.5
8.4,917,1.8
11.9,1046,2.4
16.3,1190,4.0
6.7,844,1.5
7.2,864,0.8
5.8,804,0.9
16.1,1183,3.5
14.5,1133,3.0
4.4,735,0.6
11.1,1017,1.9
19.8,1291,4.0
3.3,669,1.0
2.0,586,0.4
7.3,872,1.9
4.9,758,0.9
7.6,883,1.9
10.6,999,2.8
4.3,729,0.9
8.5,919,2.3
2.7,630,0.9
20.6,1313,3.6
19.5,1282,4.0
12.1,1053,1.9
4.0,711,1.3
6.9,852,1.4
8.4,916,1.6
5.3,778,1.6
16.6,1199,2.4
14.5,1132,4.0
16.6,1197,3.6
14.1,1120,2.6
0.7,461,0.3
12.7,1074,2.7
2.0,582,0.7
16.4,1193,4.3
10.5,998,2.8
3.9,707,1.3
0.6,452,0.4
6.6,837,1.0
14.1,1120,2.4
12.2,1056,2.4
11.1,1017,2.8
8.5,919,4.2
22.4,1362,4.3
24.5,1417,5.6
6.7,843,1.3
7.3,868,2.1
6.1,815,1.0
7.0,856,2.1
14.9,1147,2.5
7.3,868,1.5
8.3,912,1.4
20.3,1306,4.3
20.5,1310,4.8
3.6,691,1.4
9.4,955,2.1
1.3,525,0.6
7.9,896,1.2
3.8,702,0.6
6.7,846,0.7
8.5,919,3.6
36.0,1686,7.7
17.2,1217,3.2
7.0,859,2.8
7.0,856,1.8
15.5,1163,3.4
7.4,873,2.2
13.3,1094,3.6
3.6,687,1.1
11.7,1039,2.6
23.2,1382,3.7
6.5,837,1.4
3.8,702,1.0
0.5,437,0.3
9.9,975,2.3
3.8,702,1.1
7.1,860,2.5
23.0,1378,5.7
10.9,1011,1.9
1.7,561,0.6
4.4,732,1.3
3.0,651,0.5
10.2,985,2.3
19.4,1280,4.4
9.9,974,2.8
9.1,943,2.4
1.8,570,0.8
3.5,682,1.1
6.1,816,0.3
5.8,802,1.3
30.4,1560,5.5
4.9,759,0.4
5.0,764,1.0
8.5,919,1.1
14.3,1126,3.1
3.2,665,1.0
5.3,777,1.4
9.7,967,2.0
11.6,1037,2.1
13.0,1085,4.1
4.8,754,1.0
13.7,1108,2.8
11.4,1027,1.8
9.0,941,1.6
2.7,632,0.7
8.3,910,2.0
4.1,718,1.4
13.2,1090,4.0
7.7,887,2.0
2.4,616,0.8
3.7,691,1.0
8.8,931,2.0
1.9,578,0.4
6.7,842,1.6
9.5,958,2.1
13.6,1102,2.3
6.2,821,0.9
5.7,800,0.7
14.1,1121,2.4
2.8,639,0.9
12.3,1059,1.5
2.9,647,0.6
6.9,854,1.4
2.5,622,0.3
19.5,1282,4.1
9.5,958,2.8
8.5,919,5.4
5.4,785,1.7
7.7,888,1.3
9.7,965,1.9
12.8,1078,3.1
14.8,1143,2.7
4.0,712,1.1
19.3,1277,3.9
19.1,1272,4.1
17.3,1218,3.5
4.7,747,2.6
9.1,943,2.0
3.4,677,0.5
5.3,776,0.8
5.4,783,1.0
16.4,1191,3.2
8.5,919,2.2
5.5,787,1.9
24.8,1424,4.0
6.2,821,1.6
8.1,903,3.5
7.7,885,1.6
7.9,896,1.3
6.2,823,1.2
20.4,1309,3.8
8.5,919,3.6
5.5,786,1.4
16.8,1205,2.8
10.9,1010,1.8
29.1,1531,6.5
7.0,856,1.0
1.4,538,0.4
7.4,875,1.7
23.3,1386,3.6
11.5,1031,2.9
10.2,987,1.8
14.7,1141,3.5
7.4,874,1.4
8.5,919,1.6
12.3,1061,1.9
4.0,709,1.2
19.0,1269,3.9
18.4,1251,3.9
6.7,845,1.7
19.7,1288,3.6
3.2,662,1.0
7.8,893,1.4
6.6,837,1.8
30.5,1562,6.6
9.4,956,2.2
15.1,1152,2.7
2.3,609,0.5
12.4,1065,2.5
12.7,1073,2.3
4.3,728,1.6
1.5,541,0.6
6.4,828,1.3
10.4,993,1.9
3.8,699,0.8
3.2,665,0.5
16.1,1182,3.9
1.9,579,0.6
12.0,1048,2.3
3.2,663,0.7
7.0,858,1.5
13.4,1096,2.2
7.4,872,1.3
15.9,1177,2.9
21.2,1331,4.2
4.2,720,0.7
19.8,1291,4.2
7.9,896,2.3
15.7,1171,2.8
23.7,1396,4.1
8.5,919,3.6
4.0,711,0.9
21.8,1346,3.6
7.7,885,2.1
8.5,919,0.6
2.6,625,1.0
3.1,661,0.1
9.4,957,2.0
18.6,1258,2.8
1.5,544,0.4
6.4,832,1.6
3.4,674,1.0
3.1,661,0.6
16.4,1192,3.1
6.1,816,1.3
3.6,690,0.2
6.2,820,0.9
18.5,1255,3.0
30.4,1561,4.6
22.3,1360,3.8
7.7,886,1.7
20.6,1312,4.2
1.9,578,1.0
20.9,1321,3.8
1.3,530,0.4
1.5,544,0.5
13.7,1108,2.3
4.8,751,1.4
24.5,1417,4.9
6.7,844,1.5
5.7,800,1.1
3.5,684,0.8
14.5,1133,3.2
2.7,632,0.4
23.0,1379,4.5
5.2,772,1.0
1.6,549,0.2
8.5,919,2.0
8.0,898,1.6
8.5,919,2.2
10.6,999,1.7
0.7,470,0.3
5.7,799,1.2
6.3,826,2.4
8.6,925,1.7
4.0,713,1.1
16.3,1188,3.0
15.7,1169,3.1
9.8,970,1.8
2.8,641,1.1
2.3,606,0.7
15.4,1161,3.4
11.4,1029,2.3
20.3,1305,4.0
4.0,711,1.0
6.8,848,1.6
8.8,933,2.2
4.9,760,1.2
17.8,1233,3.2
0.4,427,0.3
21.9,1349,4.3
1.0,500,0.6
29.0,1527,5.7
15.7,1171,3.1
3.3,670,0.9
17.7,1229,3.4
8.7,926,2.3
17.0,1209,3.2
10.6,1002,2.6
8.5,919,2.2
9.2,945,1.7
19.1,1272,3.6
5.6,795,1.6
21.8,1347,3.8
14.3,1125,2.7
21.0,1323,3.7
28.2,1508,5.9
4.1,717,2.4
3.1,659,1.2
4.2,722,0.7
24.4,1413,5.9
8.2,909,2.2
15.7,1171,1.8
20.1,1299,3.5
3.9,705,0.9
2.6,625,0.4
1.9,576,0.8
7.9,895,1.6
7.5,877,1.5
13.0,1085,2.8
31.8,1593,6.7
7.4,875,1.7
2.2,595,0.3
3.2,666,1.0
2.4,610,0.8
4.8,754,1.4
10.0,977,1.6
5.1,767,0.6
21.4,1334,3.5
11.8,1043,2.0
18.7,1261,3.9
24.9,1427,4.3
4.8,754,1.1
32.1,1601,6.1
5.5,789,1.8
10.9,1010,1.6
9.0,939,1.7
2.6,625,1.1
4.3,730,1.3
5.7,799,1.5
6.5,836,1.2
3.8,699,0.4
10.9,1011,2.0
4.9,760,1.1
12.4,1063,2.1
17.7,1230,3.0
3.6,687,0.6
8.1,903,1.9
13.4,1096,2.1
6.8,848,1.1
17.0,1211,3.2
12.4,1062,2.2
1.4,536,0.5
5.7,800,1.4
5.4,782,1.7
1.5,541,0.5
14.1,1121,3.3
1.2,521,0.3
3.6,687,0.7
7.0,856,1.9
10.1,983,1.7
14.2,1122,1.5
10.3,990,1.5
11.8,1042,2.0
2.3,608,1.1
2.7,631,0.6
36.1,1688,5.8
3.6,689,1.0
2.3,609,0.5
5.6,792,0.9
2.2,601,0.8
20.2,1302,4.7
8.5,919,3.3
13.6,1104,3.8
17.8,1235,3.5
10.7,1003,1.9
2.9,645,0.5
1.6,550,1.0
7.7,887,1.2
3.6,689,0.7
10.7,1004,1.7
8.0,900,1.7
9.4,955,1.4
8.5,920,1.9
8.4,917,2.0
10.1,981,2.0
2.9,644,0.9
11.1,1017,3.0
2.8,636,1.1
6.0,813,1.7
5.7,798,1.1
8.7,928,2.0
2.5,620,0.8
5.2,773,2.1
7.0,859,1.1
22.3,1359,4.6
22.0,1352,5.0
7.7,885,1.2
5.6,791,1.4
17.3,1220,3.0
6.6,839,1.4
9.6,962,2.6
11.9,1045,2.2
8.2,906,1.6
4.4,731,1.4
12.3,1061,3.2
3.5,684,0.8
0.8,478,0.4
5.8,803,1.0
35.6,1677,6.9
2.3,604,0.6
9.0,938,1.7
5.7,800,1.3
1.7,557,0.5
5.7,799,1.7
9.0,940,1.6
6.7,846,1.3
48.2,1935,9.2
14.5,1133,2.3
12.3,1060,2.2
4.1,714,1.5
10.9,1013,3.8
14.0,1116,2.7
6.9,853,1.3
11.1,1017,2.5
8.0,900,1.6
19.0,1267,3.9
5.5,786,1.5
5.6,795,1.7
5.6,794,2.0
26.9,1477,4.6
13.6,1102,3.1
8.5,919,2.4
8.5,919,2.5
6.4,831,1.2
20.2,1302,4.9
21.0,1323,4.2
1.5,541,0.5
15.1,1151,3.1
5.5,789,0.9
14.8,1143,2.4
20.2,1303,4.4
10.2,985,1.7
6.6,840,0.9
31.0,1573,6.5
8.0,900,1.6
15.7,1170,3.1
3.3,668,0.3
16.4,1193,3.4
14.5,1133,2.7
1.1,512,0.7
3.7,697,0.7
6.9,852,1.4
21.3,1333,4.0
3.6,686,0.9
2.0,587,0.7
6.5,836,1.5
8.5,919,1.8
2.7,635,1.0
2.5,621,0.8
3.6,688,1.3
4.5,739,1.3
2.0,587,0.8
0.7,470,0.6
6.1,816,1.1
15.4,1162,4.2
2.6,624,0.6
1.2,521,0.4
3.6,690,1.1
4.2,722,1.0
8.5,919,0.8
6.5,836,1.6
2.6,624,0.4
13.0,1085,3.4
7.4,875,1.7
8.5,919,2.1
3.8,699,0.2
17.0,1210,4.1
17.2,1217,3.6
2.4,614,1.3
18.0,1238,3.2
13.1,1087,3.2
26.1,1458,5.6
18.6,1257,2.8
8.5,919,5.9
12.9,1082,3.0
8.5,919,6.5
11.3,1025,2.6
5.6,791,2.2
2.6,628,0.5
7.6,884,1.6
13.0,1084,2.3
9.0,941,1.5
16.6,1197,3.0
0.7,471,0.3
8.5,919,1.6
6.2,820,1.0
21.2,1330,4.0
36.6,1699,7.8
8.5,919,9.3
2.8,637,0.4
7.4,874,2.0
22.5,1365,4.5
19.9,1295,3.4
14.6,1137,2.1
0.3,412,0.3
5.1,770,1.6
31.2,1578,5.7
3.0,655,0.5
4.5,735,0.9
22.7,1371,4.9
35.3,1671,6.5
9.5,958,1.4
6.8,850,1.7
5.3,777,1.5
20.7,1316,5.0
5.3,778,0.9
12.0,1049,2.5
4.1,718,1.0
21.2,1330,4.3
10.1,982,1.9
5.0,762,1.2
25.4,1440,4.7
8.5,919,1.3
8.4,917,2.0
8.7,927,1.7
3.6,686,1.0
20.0,1298,3.5
13.5,1099,2.3
9.9,973,1.3
12.5,1067,2.5
5.9,805,1.2
19.4,1279,3.3
7.4,872,1.2
2.0,586,0.6
13.4,1098,2.8
9.6,961,1.7
3.7,697,0.9
4.3,727,0.8
18.5,1254,6.0
8.5,920,1.7
15.0,1149,3.5
6.7,845,1.6
3.5,682,1.0
8.6,926,1.5
16.2,1185,3.4
24.1,1406,4.7
5.1,769,1.1
1.7,563,0.6
7.7,886,2.1
9.5,957,1.9
19.2,1274,4.5
4.0,708,0.6
6.6,840,1.6
9.4,956,2.3
6.0,812,1.6
4.0,709,1.4
4.1,717,1.1
14.5,1133,3.1
9.9,975,1.8
7.6,884,1.7
6.4,831,2.3
11.0,1015,2.0
22.3,1360,3.9
2.9,646,0.6
23.7,1397,5.5
9.4,954,2.9
8.0,899,1.6
5.8,803,1.6
12.1,1053,2.4
14.3,1127,2.8
7.4,875,0.9
10.0,979,1.9
5.0,762,1.5
6.8,849,1.2
3.4,677,1.4
10.9,1009,1.9
20.1,1300,4.6
18.9,1265,3.0
5.4,783,0.9
6.3,825,1.9
8.5,919,0.6
32.6,1610,6.5
4.5,737,1.3
8.5,919,2.7
18.1,1243,3.4
9.3,953,2.1
1.8,566,0.9
8.5,921,1.9
3.3,668,1.1
5.7,800,0.8
7.3,869,1.6
15.6,1168,2.6
1.3,524,0.6
1.0,495,0.8
16.5,1194,2.4
0.9,489,0.4
10.8,1008,1.7
9.3,951,1.7
4.0,713,1.2
20.9,1321,3.4
1.3,530,0.4
7.1,859,1.5
1.0,502,0.5
14.7,1141,2.7
15.8,1172,3.4
17.9,1237,3.6
8.5,919,5.5
8.6,926,1.9
8.5,918,2.1
4.2,719,0.5
14.3,1125,2.1
2.6,628,0.6
5.9,805,1.4
1.9,574,0.6
16.8,1204,3.7
10.0,978,2.3
27.0,1478,5.0
19.6,1285,3.5
17.6,1226,3.4
21.2,1331,3.9
13.5,1099,2.4
8.5,919,0.8
6.4,828,1.3
5.7,796,1.1
11.2,1021,2.8
8.3,912,2.3
14.4,1131,1.6
7.6,883,1.4
12.6,1071,2.6
6.1,818,0.9
6.9,853,1.8
9.0,939,1.7
3.7,695,0.6
6.0,811,1.4
12.6,1071,3.5
15.2,1155,2.7
10.1,983,2.2
2.2,598,0.4
8.9,934,2.4
4.2,720,0.9
50.7,1981,3.1
8.4,915,1.8
22.0,1352,3.7
21.4,1334,3.5
2.8,640,0.5
30.8,1570,6.8
5.8,805,1.6
1.1,508,0.6
12.9,1080,2.2
17.0,1210,2.9
6.5,833,1.8
1.7,565,0.4
11.9,1047,1.9
16.6,1197,3.2
16.7,1200,3.2
7.9,895,1.4
2.3,605,0.8
1.9,578,0.5
11.7,1039,2.8
10.3,987,2.7
8.5,919,0.6
29.0,1528,6.6
16.3,1188,4.1
14.4,1131,2.5
10.6,1000,2.5
18.8,1264,2.8
4.8,754,1.2
14.2,1123,2.6
11.3,1024,2.7
6.2,822,2.7
4.2,721,1.4
0.7,472,0.3
8.7,929,2.0
4.8,752,1.2
32.0,1597,5.0
3.0,649,1.0
9.7,968,2.8
4.9,758,0.7
4.8,752,1.3
2.2,597,0.4
17.4,1222,3.4
7.9,894,2.5
22.5,1364,4.3
20.2,1301,4.9
7.3,871,1.7
8.5,919,1.7
6.9,855,1.5
9.3,953,2.3
5.2,773,1.2
30.4,1561,4.8
8.5,919,1.4
8.5,919,2.3
2.6,625,0.7
19.3,1277,4.8
8.5,919,3.0
9.0,940,1.7
5.5,790,1.3
10.4,992,1.5
23.8,1399,5.4
5.6,791,0.8
6.9,854,1.7
11.2,1022,1.8
2.5,620,0.6
14.6,1138,2.6
4.7,750,0.7
6.4,829,1.5
10.4,992,1.7
3.2,666,1.2
8.6,923,1.9
3.5,680,0.7
31.1,1577,5.6
12.6,1069,2.1
5.7,797,1.0
31.3,1582,6.2
9.2,949,1.5
15.9,1176,3.2
9.6,963,3.0
17.3,1219,3.8
0.4,429,0.3
12.5,1065,2.7
11.5,1032,2.1
16.7,1202,3.3
12.5,1068,2.4
22.0,1351,4.7
8.5,919,1.1
4.7,748,1.2
19.9,1292,2.9
17.8,1234,3.8
10.7,1004,1.8
3.3,672,0.5
5.9,807,1.8
8.5,919,5.3
14.6,1137,3.3
4.5,738,0.6
11.9,1046,2.3
13.6,1105,1.4
7.5,877,2.3
1.1,505,0.5
21.5,1337,5.0
8.2,908,2.3
22.3,1358,4.5
10.5,997,1.7
32.4,1606,5.6
3.3,672,1.2
1.1,509,0.5
8.7,929,1.4
6.0,812,1.4
5.2,773,1.0
6.8,849,1.9
26.7,1471,4.7
28.8,1522,5.0
4.8,753,0.9
4.9,757,0.2
1.7,559,0.6
8.5,919,4.5
10.9,1009,2.4
8.5,919,4.0
21.3,1332,4.1
4.6,744,0.8
3.4,679,0.9
8.1,901,1.9
9.1,942,1.9
9.2,946,1.6
8.8,930,1.5
4.0,708,1.0
18.9,1267,4.0
11.9,1047,4.1
5.3,779,0.8
17.8,1233,3.9
15.3,1159,3.9
17.5,1225,4.0
4.8,753,1.4
8.5,919,3.0
0.7,462,0.3
4.2,721,0.8
10.6,1001,2.7
6.5,834,1.9
12.6,1070,2.1
4.1,717,1.0
8.1,902,1.5
3.5,684,0.5
14.0,1116,3.5
1.5,548,0.6
12.3,1062,2.5
10.1,983,1.8
4.5,735,0.8
8.5,919,4.2
2.2,597,0.4
5.6,792,0.6
25.0,1428,4.3
8.5,919,6.8
10.9,1012,4.1
3.3,669,1.0
15.3,1159,2.6
7.4,876,1.7
11.3,1024,2.4
3.3,671,0.9
5.8,802,0.8
5.0,766,0.9
12.0,1048,1.6
2.1,592,0.8
6.0,814,1.2
11.8,1043,2.4
14.5,1134,3.1
9.0,938,1.7
8.3,913,1.6
25.6,1445,4.6
8.5,919,3.1
3.2,665,1.3
1.5,545,0.4
11.1,1019,2.0
7.1,861,1.2
8.5,919,1.7
0.9,486,0.5
1.6,551,0.6
8.2,909,2.7
24.8,1425,4.6
13.7,1106,0.9
4.6,743,0.9
16.5,1195,4.0
4.1,718,1.0
15.0,1149,3.4
5.5,789,0.8
3.4,675,0.9
5.0,762,0.8
1.9,574,0.7
17.4,1223,4.4
12.5,1067,2.6
20.2,1301,4.1
1.8,569,0.8
4.7,750,1.7
13.0,1083,2.8
0.2,402,0.2
6.2,821,1.6
11.7,1040,2.8
19.5,1282,4.6
13.8,1111,3.3
9.6,964,1.7
6.0,813,0.8
8.5,919,3.1
9.0,939,2.7
3.1,655,1.0
12.1,1054,1.2
6.9,852,1.1
5.8,801,1.8
5.6,791,1.4
9.0,940,1.8
8.1,904,2.6
16.9,1207,3.4
14.8,1141,2.4
5.8,803,0.8
17.6,1228,3.9
1.6,549,0.6
5.7,799,1.2
25.3,1436,5.3
9.4,955,1.9
4.3,729,0.2
14.0,1117,2.8
2.2,601,0.4
9.2,947,1.7
0.3,415,0.4
8.3,911,0.9
14.4,1130,2.3
15.3,1159,3.8
1.9,576,0.8
17.6,1227,3.8
8.5,919,2.6
0.4,429,0.2
16.5,1196,3.5
12.4,1062,2.7
8.3,910,1.9
8.5,919,2.4
8.5,919,7.5
23.1,1381,4.4
15.8,1172,2.2
20.1,1299,2.9
20.5,1310,3.5
8.5,919,3.5
11.0,1015,3.0
10.6,998,1.7
8.6,924,2.0
17.3,1218,3.5
3.1,658,0.6
8.5,919,3.6
8.4,916,2.3
6.3,825,1.6
2.4,615,0.9
6.7,844,2.0
4.6,744,1.4
5.0,765,1.4
29.8,1546,5.4
3.8,699,1.3
11.8,1042,3.0
7.5,880,1.9
6.8,849,1.6
1.9,580,0.9
8.5,919,2.3
4.8,751,0.8
15.0,1149,3.3
12.3,1061,1.9
16.3,1190,3.5
7.0,859,1.7
5.7,796,1.6
8.5,919,2.2
8.8,932,1.8
8.5,919,2.5
2.2,601,0.4
38.4,1737,7.6
7.6,884,1.7
5.2,774,1.5
4.4,734,1.2
9.2,946,2.1
12.3,1059,1.6
3.3,670,0.7
8.5,919,3.5
11.0,1015,1.9
5.6,794,0.8
6.2,821,1.3
7.3,869,1.4
9.2,947,1.8
14.8,1141,3.0
12.0,1051,1.8
8.5,919,1.1
7.1,862,1.3
1.0,495,0.6
1.8,571,0.8
15.8,1173,3.1
33.7,1637,7.3
8.9,937,1.2
6.7,845,1.5
12.0,1048,2.0
14.6,1136,4.2
2.5,618,0.9
27.3,1485,6.7
15.5,1165,2.5
12.3,1060,3.0
12.9,1080,2.2
12.4,1063,3.7
11.8,1042,1.7
19.0,1268,3.2
3.6,687,0.8
2.8,639,0.6
12.8,1078,2.1
9.1,943,1.8
11.8,1043,2.3
7.5,877,1.8
4.2,723,1.0
3.6,690,0.8
1.2,520,0.7
8.5,919,4.1
8.1,903,1.4
5.1,768,1.2
8.5,919,1.0
5.1,767,0.6
7.3,868,1.8
9.4,955,1.7
27.7,1496,4.8
2.7,633,0.2
4.0,709,0.7
5.0,762,1.1
4.9,760,1.4
8.9,936,2.0
1.7,562,0.5
14.9,1145,3.2
3.0,652,0.8
12.7,1075,1.9
3.1,656,0.4
1.8,565,0.5
3.5,684,1.0
14.7,1138,2.4
4.9,759,1.3
8.5,919,0.7
4.4,734,0.9
7.1,862,1.4
13.2,1091,2.8
26.1,1458,5.0
8.5,919,1.5
7.0,855,1.7
11.4,1030,2.3
10.2,986,1.7
16.4,1193,3.4
3.8,702,1.1
8.5,919,3.0
5.8,803,0.6
17.0,1210,3.5
2.3,602,0.7
8.8,931,1.4
20.0,1297,4.1
7.0,859,1.0
21.0,1325,3.5
8.2,908,1.4
3.6,688,2.0
8.5,919,1.4
24.1,1407,5.4
9.1,944,2.9
3.8,701,1.2
10.2,986,2.0
11.6,1034,2.6
12.9,1079,2.2
36.9,1706,6.7
10.9,1012,2.0
8.5,919,4.5
8.8,931,2.0
2.7,636,1.0
3.6,687,1.1
12.0,1048,2.3
